Datetime,Tweet Id,Text,Username,Type,Slow,Accident,Closure,Lane Reduction,Ramp,Stunt Driving
2021-07-17 18:22:18+00:00,1416463284593639426,"Another 63 tickets were issued:
Speeding -16
Improper muffler -7
Cell phone -3
To name a few.
Choose to #drivesafely",OPSTrafficCM,,,,,,,
2021-07-17 18:22:18+00:00,1416463283406741511,"Project #NoiseMaker results for Friday night:
1 #stuntdriving on Bronson at Brewer- 112km in a 60km/hr area. Driver blew a warn - 3 day licence suspension for the warn. 14 day impound and 7 day licence suspension for the #stuntdriving 
@OttawaPolice https://t.co/9TSalmbOAM",OPSTrafficCM,,,,,,,
2021-07-16 01:20:30+00:00,1415843753965887492,"4 x #stuntdriving today
145 km in an 80km/h area on Russell Rd at 6:02am
G2 on Bronson- 123km in a 60km/hr area
103 km in 60km/h area on Bronson at Brewer 
107km a 60km/h area on Hunt Club/Paul Anka
@OttawaPolice #SlowDown https://t.co/tNachIZYyJ",OPSTrafficCM,,Slow,,,,,
2021-07-11 20:47:08+00:00,1414325408733057029,"Your job is delivering food? Not a valid excuse for #StuntDriving 
18 yr old G1 driver, who was unaccompanied, was stopped going 102km in a 60km/h area on Eagleson Rd.
Licence suspended, vehicle impounded and another driver had to pick up the food for delivery.
@OttawaPolice https://t.co/YzgyLRtv7t",OPSTrafficCM,,,,,,,Stunt Driving
2021-07-10 22:06:19+00:00,1413982945153519619,"19 yr old G2 driver stopped going 144km in an 80km/h area on Woodroffe Ave north of Fallowfield. 
Vehicle seized for 14 days, licence suspended for 7 days.
#stuntdriving 
@OttawaPolice https://t.co/cuaHEmgcFw",OPSTrafficCM,,,,,,,
2021-07-10 14:47:08+00:00,1413872421841539072,"2 of those #stuntdriving charges were 2 friends racing at 114km in a 70km/hr area on Strandherd at Beatrice around 11:15pm last night.
Both charged, both licenses suspended for 7 days and both vehicles impounded for 14 days.
#NoiseMaker 
@OttawaPolice https://t.co/UH1ZEIsE5G",OPSTrafficCM,,,,,,,
2021-07-10 11:11:50+00:00,1413818238354563072,"Another 52 tickets were issued for offenses such as speeding, muffler infractions, no seat belt and cell phone violations.
#GetThereWithCare",OPSTrafficCM,,,,,,,
2021-07-10 11:11:49+00:00,1413818237368811521,"Project #NoiseMaker results from last night:
17 #stuntdriving charges including a 21yr old stopped going 114km in a 60km/h area on Heron. Same driver was stopped 1 month ago going 40km over the speed limit.
@OttawaPolice https://t.co/WyrxRmID3q",OPSTrafficCM,,,,,,,
2021-07-10 01:27:47+00:00,1413671260320673794,"Another #stuntdriving this time on Heron rd.
110km in a 60km/h area.
Licence suspended for 7 days and vehicle impounded for 14 days.
#NoiseMaker 
@OttawaPolice 

Un autre 🚗 intercepté pour #manoeuvrespérilleuses sure le Chemin Heron.
110km dans une zone de 60km/hr https://t.co/ANMJ6DNMrU",OPSTrafficCM,,,,,,,
2021-07-10 00:54:57+00:00,1413662996673540101,"🚗 stopped on Riverside Dr at Walkley Rd.
109km in a 60km/h area.
#stuntdriving #NoiseMaker 
@OttawaPolice 

🚗 intercepté sur la promenade Riverside et le chemin Walkley, roulant à 109km dans une zone de 60km/hr.
#manoeuvrespérilleuses https://t.co/gDCpr7nTdb",OPSTrafficCM,,,,,,,
2021-07-08 14:35:12+00:00,1413144643655458829,"Results following a Commercial Vehicle Safety Blitz with our partners @ONtransport @OPP_HSD 
Out of the several vehicle that were inspected: 2 were taken off the road.
Several charges were also laid, such as no insurance and expired annual inspection.
@OttawaPolice https://t.co/LnnuNi6AxW",OPSTrafficCM,,,,,,,
2021-07-07 19:39:16+00:00,1412858774616936454,"Our traffic officers are out along with our partners @OPP_HSD @OPP_ER @ONtransport inspecting commercial vehicles in and around Ottawa today.
Stay tuned for results!
@OttawaPolice https://t.co/WIFoCxljI4",OPSTrafficCM,,,,,,,
2021-07-07 15:33:47+00:00,1412796996918906880,"In the last 9 months: 
102km- 60km/h area
109km- 60km/h area and 
A #StuntDriving at 129km- 60km/h area
30 day licence suspension was served today and vehicle was impounded for 7 days.
#SlowDown #GetThereWithCare",OPSTrafficCM,,Slow,,,,,Stunt Driving
2021-07-07 15:33:46+00:00,1412796995572539395,"Novice driver stopped at Bank/Cahill for driving while suspended.
Suspension due to escalating demerit points.
@OttawaPolice https://t.co/wkK9LaXnri",OPSTrafficCM,,,,,,,
2021-07-06 20:07:26+00:00,1412503476085661696,"M1 stopped going 160km in an 80km/h area on Uplands Dr.
Motorcycle seized for 14 days, licence suspended for 7 days.
@OttawaPolice #StuntDriving 

M1 intercepté roulant à 160km dans une zone de 80km/hr sur Uplands.
Véhicule saisi pour 14jrs, permis suspendu pour 7jrs https://t.co/Yd7Fcu2GhI",OPSTrafficCM,,,,,,,Stunt Driving
2021-07-06 18:30:26+00:00,1412479067019001857,"Ticket issued for distracted driving.
Reminder of the people penalties upon conviction:
615$ fine
3 demerit points
3 day licence suspension.
#distracteddriving
@ottawapolice.ca @SROttawa",OPSTrafficCM,,,,,,,
2021-07-06 18:30:26+00:00,1412479066289082377,"Driving a company vehicle is not an excuse to be on your cell phone, let alone 2 at the same time🤦‍♂️. Believe it or not, it happened today at Baseline and Merivale.",OPSTrafficCM,,,,,,,
2021-07-06 13:08:33+00:00,1412398062719340547,"🚗 stopped going 181km in a 100km/h zone on the 417 at the Innes off ramp. #stuntdriving 
Licence suspended for 7 days and vehicle impounded for 14 days.
@OttawaPolice #SlowDown https://t.co/NLRVRYzqSX",OPSTrafficCM,,Slow,,,,Ramp,
2021-07-05 16:30:39+00:00,1412086533381840896,"🚗 intercepté roulant à 111km dans une zone de 60km/hr.
En plus le véhicule n'était pas équipé d'un silencieux conforme.
#manoeuvrespérilleuses 
Permis suspendu pour 7jrs et véhicule saisi pour 14 jrs.
#ottnouvelles https://t.co/HV2FCFbZ1A",OPSTrafficCM,,,,,,,
2021-07-05 16:26:58+00:00,1412085606268735489,"Driver stopped on Hunt Club /Lorry Greenberg Dr yesterday, going 111km in a 60km/h area.
Driver was charged with #stuntdriving and having no muffler. Licence suspended for 7 days, vehicle seized for 14 days. @OttawaPolice #NoiseMaker #ottnews https://t.co/tqY2lx8VFW",OPSTrafficCM,,,,,,,
2021-07-05 13:13:21+00:00,1412036880993034240,"Un autre ado de 17 accusé de #manoeuvrespérilleuses hier.
119km- zone de 60km/hr sur Bronson.
Chers parents, parlez à vos enfants de leurs responsibilités en tant que conducteurs et de l'importance de suivre le Code le route en tout temps.
#Ottnouvelles https://t.co/Se6WYO0wT1",OPSTrafficCM,,,,,,,
2021-07-05 13:07:42+00:00,1412035458847096832,"Another 17yr old was charged with #stuntdriving yesterday.
119km- 60km/h on Bronson.
Parents, pls talk with your kids about being a safe driver and their responsibilities when driving the family car.
@OttawaPolice
#SlowDown #ottnews https://t.co/jXmJW7GOn6",OPSTrafficCM,,Slow,,,,,
2021-07-05 12:23:40+00:00,1412024379463057413,"Les agents de la SPO ont accusé 10 personnes relativement à la conduite en état d'ébriété au cours de la FDS de 4 jours.
1 sur l'eau
2 à Orléans
1 dans l'est de la ville à la campagne
3 au centre-ville
3 dans l'ouest de la ville.
Choississez de #ConduireSobre
@MaddOttawa https://t.co/YKytLpIqyX",OPSTrafficCM,,,,,,,
2021-07-05 12:20:24+00:00,1412023555810902020,"OPS officers arrested 10 drivers in relation to impaired driving over the 4 day Canada Day weekend.
1 was a boating operator on the water
2 were in Orleans
1 was in rural East End
3 were Downtown
3 were in the West End of the City
Choose to #DriveSober
@OttawaPolice @MaddOttawa",OPSTrafficCM,,,,,,,
2021-07-05 11:47:15+00:00,1412015215001194496,Un rappel des changements en place concernant les manœuvres périlleuses depuis le 1 juillet. https://t.co/53HOvlYHKa https://t.co/e5JcEjL88D,OPSTrafficCM,,,,,,,
2021-07-05 11:45:14+00:00,1412014704453636098,"Reminder of the changes to #stuntdriving that came into effect July 1st https://t.co/7W9DpzOfiP
@OttawaPolice https://t.co/H6tW8ISFRT",OPSTrafficCM,,,,,,,
2021-07-04 11:29:08+00:00,1411648266773708804,"117km - 60km/h an M2 on Bronson /Brewer 
115km- 60km/h Trim/Springridge 
105km- 60km/h Trim/Springridge
107km- 60km/hr Trim/Springridge
And
17yr old who father had just warned him about stunt driving was stopped going 153km in a 100km/h zone on 416/West Hunt Club. https://t.co/Pv0gFoWSAP",OPSTrafficCM,,,,,,,
2021-07-04 11:29:07+00:00,1411648263053361153,"#stuntdriving:
117km - 70km/h zone on Airport Pkway/Brookfield 
132km - 60km/hr zone at Bronson/Brewer 
112km- 60km/h at Bronson/Brewer 
116km- 60km/h 2 cars racing on Riverside Drive
117km- 60km/h a motorcycle on Jeanne D'Arc at Boyer
127km- 60km/h on Mer Bleu at Renaud https://t.co/SWMKeSgIqw",OPSTrafficCM,,,,,,,
2021-07-04 11:29:06+00:00,1411648259152547840,"Project #NoiseMaker results:
74 charges laid.
12 #stuntdriving
26 speeding
Imporper muffler, cell phone, disobey sign are amongst the others.
@OttawaPolice https://t.co/XgPbF6akb5",OPSTrafficCM,,,,,,,
2021-07-04 01:26:10+00:00,1411496526497595395,"A second vehicle has been stopped in the same location this evening. This 🚗 was going 107km/h.
#stuntdriving #SlowDown 
@OttawaPolice https://t.co/hInaLk25aV",OPSTrafficCM,,Slow,,,,,
2021-07-04 00:04:48+00:00,1411476048466874372,"G2 driver was stopped going 105km in a 60km/hr area on Trim Rd near Springridge Dr. this evening. Not only was he speeding but he was weaving in and out if traffic.
Licence suspended for 7 days, vehicle seized for 14 days.
#stuntdriving #SlowDown 
@OttawaPolice https://t.co/a1aeu9eSGH",OPSTrafficCM,,Slow,,,,,
2021-07-03 11:11:46+00:00,1411281507197632512,"2 🚗 were stopped as they racing each other on Riverside Dr.
Both drivers were charged, both licenses suspended for 7 days and both vehicles seized for 14 days.
@OttawaPolice #StopStuntDriving https://t.co/51UqUvK177",OPSTrafficCM,,,,,,,Stunt Driving
2021-07-03 00:14:06+00:00,1411116001333334018,@19_station @OttawaPolice @OttawaCitizen We were advised that the 30 day license suspension did not take effect July 1st but will begin on September 12th.,OPSTrafficCM,,,,,,,
2021-07-03 00:12:35+00:00,1411115618611367937,"Un conducteur de 18 ans avec un permis G, qui en plus n'était pas accompagné, fut intercepté roulant à 132km dans une zone de 60km/hr sur Bronson.
Permis suspendu pour 7 jrs et véhicule saisi pour 14 jrs.
#RoulezPrudemment https://t.co/AWDfxIr4cN",OPSTrafficCM,,,,,,,
2021-07-03 00:09:41+00:00,1411114890098581505,"18yr old G1 driver, unaccompanied, was stopped going 132km in a 60km/hr zone on Bronson.
Licence suspended for 7 days, vehicle seized for 14 days.
#stuntdriving #GetThereWithCare 
@OttawaPolice https://t.co/YMSmmr7ZcC",OPSTrafficCM,,,,,,,
2021-07-03 00:06:32+00:00,1411114096343322629,"@MagRocks32 @jesseruppell @GerryMulcahey @OttawaPolice Today the 14 day impound for the vehicle started.
The 30 day licence suspension begins September 12th.",OPSTrafficCM,,,,,,,
2021-07-02 22:03:54+00:00,1411083235485007872,"Moto interceptée roulant à 117km dans une zone de 60km/hr sur Jeanne d'Arc.
Une autre bonne personne qui a pris une mauvaise décision.
#Ralentissez et choisissez d'être un conducteur sécuritaire. https://t.co/grfX0ff7hh",OPSTrafficCM,,,,,,,
2021-07-02 22:00:30+00:00,1411082380543250437,"M2 driver stopped going 117km in a 60km/hr aree on Jeanne d'Arc/Boyer.
Good people making bad decisions.
#SlowDown and choose to be a safe road user.
@OttawaPolice #StuntDriving https://t.co/frbfyeCsI3",OPSTrafficCM,,Slow,,,,,Stunt Driving
2021-07-02 16:56:47+00:00,1411005947921813513,"Our officers stopped and arrested 5 different people in relation to impaired driving yesterday.
As we head into the weekend, we ask that you choose to drive #DriveSober whether on the roadways or waterways.
@OttawaPolice @MDTOttawaPolice https://t.co/8lm26xj1P8",OPSTrafficCM,,,,,,,
2021-07-02 15:08:42+00:00,1410978745721176072,"Conducteur de 51 ans intercepté roulant à 146km dans une zone de 60km/hr sur Bronson.
Permis suspendu pour 7 jrs et véhicule saisi pour 14 jrs.
#Ralentissez https://t.co/JqQJY4yA61",OPSTrafficCM,,,,,,,
2021-07-02 15:06:22+00:00,1410978159550402568,"51 yr old driver stopped going 146km in a 60km/hr area on Bronson Avenue today.
License suspended for 7 days and vehicle seized for 14 days.
@OttawaPolice #StuntDriving #SlowDown https://t.co/yxy1qQQDkk",OPSTrafficCM,,Slow,,,,,Stunt Driving
2021-06-30 12:25:04+00:00,1410212789382172679,"At 7:15 this morning a 🚗  was stopped going 105km in a 60km/hr area on Heron rd.
The driver was a 30yr old G1 driver,  who was unaccompanied.
Reminder that no matter your age you must respect the conditions on your driver's licence.
@OttawaPolice
#SlowDown https://t.co/5GqRsqQrxt",OPSTrafficCM,,Slow,,,,,
2021-06-28 22:04:49+00:00,1409633911982870535,"Driver was out test driving a car on Davidson Rd when he was stopped going 143km in an 80km/hr zone.
Same driver was charged with #stuntdriving last August.
@OttawaPolice #SlowDown https://t.co/RD8SbtofoN",OPSTrafficCM,,Slow,,,,,
2021-06-27 13:25:34+00:00,1409140852103028737,"Résultats de la FDS: 4 manœuvres périlleuses et 92 contraventions.
118km - zone de 50km/hr sure le Pont MacDonald and Cartier 
2x 131km -zone de 80km/hr sur West Hunt Club/Greenbank
113km- zone de 60km/hr sur Heron/Riverside.
#RoulezPrudemment https://t.co/9dMpNmwFvh",OPSTrafficCM,,,,,,,
2021-06-27 13:20:07+00:00,1409139481295396864,"Weekend results : 4 #stuntdriving charges. 
113km in 60km/hr on Heron/Riverside
2 🚗  @ 131km in 80km/hr on West Hunt Club /Greenbank
118km in a 50km/hr on MacDonald Cartier Bridge.
92 tickets were issued such as
59 - speeding
6 - cell phone
@OttawaPolice #GetThereWithCare https://t.co/S4sCmAgvxC",OPSTrafficCM,,,,,,,
2021-06-24 21:08:41+00:00,1408170235136466947,"Savez-vous quelles sont les sanctions si vous êtes reconnu coupable d’une infraction de conduite avec les facultés affaiblies?
https://t.co/6ISOk8XTfS https://t.co/G5uFOw3PUD",OPSTrafficCM,,,,,,,
2021-06-24 21:07:58+00:00,1408170056228524035,Vous devrez utiliser un antidémarreur pendant au moins six mois (à partir de la troisième infraction sur une période de 10 ans).,OPSTrafficCM,,,,,,,
2021-06-24 21:07:58+00:00,1408170055406391306,"Mise en fourrière du véhicule pendant 7 jours.
Amende de 550 $
Frais de rétablissement de permis de 281 $.
Vous devrez suivre un programme de formation ou de traitement obligatoire (à partir de la 2ie infraction sur une période de 10 ans).",OPSTrafficCM,,,,,,,
2021-06-24 21:07:58+00:00,1408170054554882053,"Si vous refusez de passer un test de dépistage de drogues ou d’alcool, si vous enregistrez un taux d’alcoolémie supérieur à 80 mg d’alcool dans 100 ml de sang ou si un expert en reconnaissance de drogues détermine que vous avez les facultés affaiblies :
Permis suspendu - 90 jrs",OPSTrafficCM,,,,,,,
2021-06-24 21:07:57+00:00,1408170053627940869,"Voici les conséquences provinciales d’une accusation de conduite avec les facultés affaiblies: https://t.co/X5VL0YmC1v
@OttawaPolice",OPSTrafficCM,,,,,,,
2021-06-24 21:00:52+00:00,1408168268989448195,"Do you know what the penalties are if you are convicted of an Impaired Driving offence?
https://t.co/J9lT9eCbfZ
@OttawaPolice @MaddOttawa https://t.co/s4CD6TtCte",OPSTrafficCM,,,,,,,
2021-06-24 20:59:58+00:00,1408168040819310593,"•You must attend a mandatory education or treatment program (for second and subsequent occurrences within 10 years)
•You will be required to use an ignition interlock device for at least 6 months (for third and subsequent occurrences within 10 years)",OPSTrafficCM,,,,,,,
2021-06-24 20:59:57+00:00,1408168039934271494,"If you refuse to take a drug/alcohol test, you register a BAC over 80 mg of alcohol in 100 ml of blood ,or if a drug recognition expert determines that you are impaired, you will face:
90-day licence suspension
7-day vehicle impoundment
$550 penalty
$281 licence reinstatement fee",OPSTrafficCM,,,,,,,
2021-06-24 20:59:57+00:00,1408168039007326208,"Choose to drive sober this weekend.
The following are the provincial consequences of being charged with an impaired driving offence:
https://t.co/DuK60qExaQ
@OttawaPolice 
@MaddOttawa",OPSTrafficCM,,,,,,,
2021-06-24 16:09:06+00:00,1408094842593366020,"Unlicensed driver stopped going 130km in a 60km/hr on Bronson Av.
Vehicle seized for 7 days.
@OttawaPolice #StuntDriving 

Conducteur sans permis intercepté roulant à 130km dans une zone de 60km/hr sur Bronson.
Véhicule saisi pour 7 jrs.
#Ralentissez https://t.co/G7HEO8he52",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-23 12:34:35+00:00,1407678471749390338,"""Je suis en retard pour le travail"" n'est pas une raison pour faire de la vitesse excessive.
🚗 intercepté roulant à 143km dans une zone de 80km/hr.
Permis suspendu et véhicule saisi pour 7 jrs.
#RoulezPrudemment https://t.co/abokiaU5x7",OPSTrafficCM,,,,,,,
2021-06-23 12:31:25+00:00,1407677675645308934,"Being late for work is not a reason for #StuntDriving. 
🚗 stopped going 143km in an 80 km/hr area on Frank Kenny.
License suspended and vehicle seized for 7 days.
@OttawaPolice #GetThereWithCare https://t.co/gSqVL7PHIV",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-21 21:30:46+00:00,1407088631911755778,"🚗 stopped going 142km in a 70km/hr zone on Conroy Rd near Queensdale. License suspended and vehicle seized for 7 days.
Last week, the driver had to give his colleague a ride after he was charged for #StuntDriving on Bronson.
#LessonNotLearned 
@OttawaPolice https://t.co/bec3iY90ln",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-21 11:01:21+00:00,1406930233903747082,"G2 driver stopped going 137km in an 80km/hr area on Russell Rd at Milton. 
Licence suspended and vehicle impounded for 7 days.
@OttawaPolice #SlowDown 

Un G2 intercepté roulant à 137km dans une zone de 80km/hr sur le Ch Russell.
Permis suspendu et véhicule saisi pour 7 jrs. https://t.co/AAzCLAJDh2",OPSTrafficCM,,Slow,,,,,
2021-06-20 19:14:00+00:00,1406691825562365955,"Dans les derniers 48 hrs, 11 personnes ont été arrêtées pour avoir conduit avec soit les facultés affaiblies ou au-dessus de la limite légale de 80 mg d'alcool dans 100 ml de sang.
Faites le bon choix et planifiez votre retour à la maison.
@MaddOttawa",OPSTrafficCM,,,,,,,
2021-06-20 19:14:00+00:00,1406691824580935680,"Vous fêtez le beau temps avec une 🍺 froide? N'oubliez pas que l'alcool au volant est non seulement illégal mais dangereux pour tous les usagers de la route.
Choisissez d'être un conducteur prudent et conduisez sobre.
@OttawaPolice",OPSTrafficCM,,,,,,,
2021-06-20 18:48:04+00:00,1406685297572712451,"In the last 48hrs, 11 people have been arrested for either impaired driving or having 80mg or more of alcohol in 100 ml of blood (legal limit).
Plan your ride home. #DriveSober 
@MaddOttawa",OPSTrafficCM,,,,,,,
2021-06-20 18:48:04+00:00,1406685296708796417,"Celebrating the beautiful weather with a cold 🍺 ?
Remember that drinking and driving is not only illegal but dangerous for all road users.
Choose to be a safe driver and #DriveSober 
@OttawaPolice",OPSTrafficCM,,,,,,,
2021-06-20 12:47:13+00:00,1406594488261349392,"42 Provinicial Offence Notices were issued. 25 were for speeding.
Officers also assisted with traffic for several demonstrations.
#NoiseMaker",OPSTrafficCM,,,,,,,
2021-06-20 12:47:13+00:00,1406594486399086595,"Project #NoiseMaker results from this weekend:
• Impaired driver on West Hunt Club Rd
• Disqualified Driver on Bronson - 45 day vehicle impound 
• #StuntDriving on Bronson - 135km in a 60km/hr area
• #StuntDriving on King Edward - 119km in a 50km/hr area
@OttawaPolice https://t.co/P7YF4B09Yu",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-12 10:21:44+00:00,1403658771780489218,"Manœuvres Périlleuses pour sa fête? Pas très sage
Un G2 qui emprunta la voiture de son frère pour sa fète, fut intercepté roulant à 116km dans un zone de 60km/hr sur Greenbank. 
Permis suspendu et véhicule saisi pour 7 jrs.
#RoulezPrudemment https://t.co/ydAHz5WH2x",OPSTrafficCM,,,,,,,
2021-06-12 10:16:41+00:00,1403657502303174657,"#stuntdriving to celebrate your birthday? Not wise.
G2 (birthday boy) borrowed sibling's car and was intercepted speeding at 116km in a 60km/hr on Greenbank near Malvern Dr.
Licence suspended and car seized for 7 days.
@OttawaPolice #NoiseMaker https://t.co/yhRXT30fr4",OPSTrafficCM,,,,,,,
2021-06-10 21:41:11+00:00,1403104985328623624,"A Commercial Vehicle Inspection blitz was held in Barrhaven:
8 Level 1 inspections
2 Level 2 inspections
6 vehicles placed Out Of Service (until repairs made)
20 charges laid
#RoadSafety",OPSTrafficCM,,,,,,,
2021-06-10 21:41:11+00:00,1403104984040984576,"Traffic officers were up bright and early today working on keeping roads safe for all road users.
@OttawaPolice https://t.co/Io9gysMFcY",OPSTrafficCM,,,,,,,
2021-06-10 16:09:59+00:00,1403021635146375177,"Vehicle stopped going 136km in an 80km/hr zone on Woodroffe at Grenfell.
#stuntdriving licence suspended and vehicle seized for 7.
@OttawaPolice #GetThereWithCare https://t.co/uxNxlOoc4V",OPSTrafficCM,,,,,,,
2021-06-10 12:06:34+00:00,1402960378208952329,"🚗 intercepté roulant à 129km dans une zone de 70km/hr sur Bronson ce matin.
Permis suspendu et véhicule saisi pour 7 jrs.
Le même conducteur fut intercepté pas le même 🚔 pour excès de vitesse en septembre 2020, sur Hawthorne cette fois-là. https://t.co/3rqrF0GJtH",OPSTrafficCM,,,,,,,
2021-06-10 12:02:54+00:00,1402959456758026241,"🚗 stopped on Bronson this morning going 129km in a 70km/hr area. Licence suspended, vehicle seized for 7 days.
Same driver was stopped by same officer in September 2020 for #StuntDriving on Hawthorne. 
@OttawaPolice #LessonNotLearned https://t.co/YYZzW30XHP",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-06 11:39:18+00:00,1401503964097613826,"Another stunt last night - driver stopped on Bronson av. going 57 km over the posted 60km/hr limit.
Same driver was stopped 2 days in a row last month, in May, at the same spot for speeding both times.
This time licence and 🚗 gone for 7 days
#LessonNotLearned 
#YouCantMakeItUp",OPSTrafficCM,,,,,,,
2021-06-06 11:39:18+00:00,1401503963334295552,"1 of the stunt charges last night :
🚗 stopped on Bronson going 47 km over the 60km/hr speed limit- ticket issued (107km)
1 hr later, same 🚗/driver stopped on Limebank. This time going 53km over the 80 km/hr speed limit. (133km) #stuntdriving 
#LessonNotLearned @OttawaPolice",OPSTrafficCM,,,,,,,
2021-06-06 11:19:51+00:00,1401499071882399746,"6 drivers were charged with #stuntdriving 
Reminder that stunt driving is speeding 50km and more over the speed limit. 
There is an immediate 7 day licence suspension and the vehicle is impounded for 7 days as well.
A court date is also received.
#SlowDown #GetThereWithCare",OPSTrafficCM,,Slow,,,,,
2021-06-06 11:19:51+00:00,1401499071194488835,"Last night during project #NoiseMaker 52 Highway Traffic Act tickets were handed out.
32- speeding
4- improper muffler
And other offences.
1 prohibited driver was also stopped
@OttawaPolice",OPSTrafficCM,,,,,,,
2021-06-06 00:15:40+00:00,1401331920919793672,"Speeding in the rain is far from a wise decision.
129km in a 60km/hr area on Bronson Av. @ Brewer Park. 
In 2019, the same driver was stopped @ the same place and charged with #stuntdriving  as well. @OttawaPolice #NoiseMaker https://t.co/TvOdyKwcGn",OPSTrafficCM,,,,,,,
2021-06-05 20:51:19+00:00,1401280497041424384,"2 of the #stuntdriving charges from last night were G2 drivers racing on Strandherd at 136km in a 70km/hr area. Both 🚘 seized and licence suspended. #SlowDown 
@OttawaPolice https://t.co/ZDEbCDlVrJ",OPSTrafficCM,,Slow,,,,,
2021-06-05 10:07:52+00:00,1401118567819534338,"46 contraventions furent émises en plus des 13 manœuvres périlleuses.
Vitesse, cellullaire au Volant et silencieux non conforme en sont des exemples. 
Nos agents seront présents encore ce soir. #RoulezPrudemment https://t.co/7lzxxUCynV",OPSTrafficCM,,,,,,,
2021-06-05 10:04:37+00:00,1401117750135767040,"Nos agents étaient sur le terrain dans le cade du projet #NoiseMaker hier soir. 13 🚗 furent interceptés pour manœuvres périlleuses. 
135km dans une zone de 80 km/hr sur le chemin Fallowfield et 121 km dans une zone de 60km/hr sur l'avenue Bronson ne sont que 2 exemples. https://t.co/n0mo5d5LNX",OPSTrafficCM,,,,,,,
2021-06-05 10:00:45+00:00,1401116777808121857,"Traffic officers were out last night for project #NoiseMaker on Fallowfield Dr and Bronson Av.
13 🚗 were stopped for #StuntDriving 
135km in an 80 km /hr zone on Fallowfield Dr.
121km in a 60 km/hr zone on Bronson Av. https://t.co/FcNtgKX690",OPSTrafficCM,,,,,,,Stunt Driving
2021-06-04 22:26:05+00:00,1400941955824205836,"Speeding you shall not.
142km in an 80km/hr zone on Fallowfield Rd #stuntdriving licence suspended and vehicle seized for 7 days @OttawaPolice https://t.co/Y2cSYukqxX",OPSTrafficCM,,,,,,,
2021-06-01 19:24:32+00:00,1399809104701493251,Reminder that the Airport Parkway is not a speedway! 124km in a 70km hr area = #StuntDriving License suspended and vehicle seized for 7 days. @OttawaPolice #GetThereWithCare https://t.co/3kAKEKifbl,OPSTrafficCM,,,,,,,Stunt Driving
2021-05-31 22:37:44+00:00,1399495335945424897,🚗 stopped going 130km in a 60km/hr area. This is the driver's second #stuntdriving charge this year. 🤦‍♀️ Licence suspended and vehicle seized for 7 days. @OttawaPolice https://t.co/wBshD57hzd,OPSTrafficCM,,,,,,,
2021-05-31 20:45:02+00:00,1399466977777881092,Un conducteur M2 a choisi de conduire 2x la limite de vitesse sur l'avenue Bronson ajd. 141km dans une zone de 70km/hr.  Permis suspendu et véhicule saisi pour 7 jrs. #RoulezPrudemment https://t.co/cOrNmnimpH,OPSTrafficCM,,,,,,,
2021-05-31 20:42:40+00:00,1399466379577790472,M2 driver choose to drive 2x the speed limit on Bronson today. 141km in a 70km/hr zone. #stuntdriving licence suspended and vehicle impounded for 7 days. @OttawaPolice #GetThereWithCare https://t.co/VrZNzIUk55,OPSTrafficCM,,,,,,,
2021-05-30 11:20:38+00:00,1398962552575496197,"Un G2, avec 4 amis à bord, fut intercepté à 158km dans une zone de 100km/hr hier soir dans l'ouest d'Ottawa. Véhicule saisi, permis suspendu pour 7 jrs et un rv avec la cour.
#RoulezPrudemment https://t.co/f4wWFtLrtA",OPSTrafficCM,,,,,,,
2021-05-30 11:17:24+00:00,1398961738654097411,"A G2 driver, with 4 friends on board, was stopped going 158km in a 100km/area last night in the west end of the City. Vehicle impounded, licence suspended for 7 days, court date issued.
@OttawaPolice
#NoiseMaker #GetThereWithCare https://t.co/0lSSRRMzCL",OPSTrafficCM,,,,,,,
2021-05-29 18:16:16+00:00,1398704762552520705,"Traffic officers were present last night for project #NoiseMaker. The 🚘 below was 1 of 6 #StuntDriving charges laid last night. It was stopped going 166km/hr in a 100km/hr area.
@OttawaPolice https://t.co/JZLvl3IruE",OPSTrafficCM,,,,,,,Stunt Driving
2021-05-27 13:40:38+00:00,1397910621006581762,An unaccompanied G1 driver chose to speed in mom's car on Fisher Av. this morning. 102km in a 50km/hr area. #stuntdriving licence suspended + car impounded for 7 days + charges as G1 driver. @OttawaPolice #GetThereWithCare https://t.co/Qkb9eAb2hA,OPSTrafficCM,,,,,,,
2021-05-25 13:34:24+00:00,1397184276689473539,"En FDS 7 personnes furent arrêtées pour conduite avec les facultés affaiblies ou ayant plus que la limite légale d'alcool dans le sang.
• permis suspendu pour 90 jrs
• véhicule saisi pour 7 jrs
• Accusations au criminel
Choisissez de conduire sans alcool ou drogue à bord. https://t.co/M513WKzqml",OPSTrafficCM,,,,,,,
2021-05-25 13:28:04+00:00,1397182680773677057,"This past long weekend. 7 drivers were arrested for driving impaired and/or having equal or above the legal limit.
• 90 day driver licence suspension
• 7 day vehicle impound
• Criminal court charge
Choose to drive sober. @OttawaPolice
@MaddOttawa #DriveSober",OPSTrafficCM,,,,,,,
